Date,Cases - Total,Deaths - Total,Hospitalizations - Total,Cases - Age 0-17,Cases - Age 18-29,Cases - Age 30-39,Cases - Age 40-49,Cases - Age 50-59,Cases - Age 60-69,Cases - Age 70-79,Cases -  Age 80+,Cases - Age Unknown,Cases - Female,Cases - Male,Cases - Unknown Gender,Cases - Latinx,Cases - Asian Non-Latinx,Cases - Black Non-Latinx,Cases - White Non-Latinx,Cases - Other Race Non-Latinx,Cases - Unknown Race/Ethnicity,Deaths - Age 0-17,Deaths - Age 18-29,Deaths - Age 30-39,Deaths - Age 40-49,Deaths - Age 50-59,Deaths - Age 60-69,Deaths - Age 70-79,Deaths - Age 80+,Deaths - Age Unknown,Deaths - Female,Deaths - Male,Deaths - Unknown Gender,Deaths - Latinx,Deaths - Asian Non-Latinx,Deaths - Black Non-Latinx,Deaths - White Non-Latinx,Deaths - Other Race Non-Latinx,Deaths - Unknown Race/Ethnicity,Hospitalizations - Age 0-17,Hospitalizations - Age 18-29,Hospitalizations - Age 30-39,Hospitalizations - Age 40-49,Hospitalizations - Age 50-59,Hospitalizations - Age 60-69,Hospitalizations - Age 70-79,Hospitalizations - Age 80+,Hospitalizations - Age Unknown,Hospitalizations - Female,Hospitalizations - Male,Hospitalizations - Unknown Gender,Hospitalizations - Latinx,Hospitalizations - Asian Non-Latinx,Hospitalizations - Black Non-Latinx,Hospitalizations - White Non-Latinx,Hospitalizations - Other Race Non-Latinx,Hospitalizations - Unknown Race/Ethnicity
09/01/2021,538,5,30,99,146,107,72,52,38,12,12,0,302,235,1,125,25,135,132,21,100,0,0,0,0,0,0,0,5,0,2,3,0,1,0,3,1,0,0,1,4,5,4,5,6,0,5,0,16,14,0,5,0,19,5,1,0
05/15/2020,968,49,109,80,186,200,165,136,101,64,36,0,535,427,6,535,14,183,98,31,107,0,0,2,1,7,14,12,13,0,16,33,0,19,0,13,15,2,0,0,14,10,17,12,18,19,19,0,59,50,0,37,2,46,21,1,2
05/24/2020,278,27,92,16,55,42,47,33,47,22,16,0,148,130,0,144,6,55,23,10,40,0,0,0,4,2,6,8,7,0,14,13,0,9,0,12,6,0,0,0,7,6,5,19,31,13,11,0,45,47,0,33,2,37,11,3,6
12/22/2021,7508,18,118,997,2294,1847,1051,684,407,142,86,0,4181,3294,33,1125,236,2116,2112,653,1266,0,0,1,0,1,3,4,9,0,10,8,0,2,0,10,6,0,0,5,10,20,17,18,17,9,22,0,65,53,0,19,1,66,25,4,3
12/20/2022,906,3,52,154,122,136,117,137,121,62,57,0,515,387,4,220,37,257,223,39,130,0,0,0,0,0,1,1,1,0,1,2,0,1,0,2,0,0,0,1,2,2,3,7,6,8,23,0,35,17,0,10,1,24,16,1,0
04/19/2022,886,1,17,199,231,189,102,76,52,24,13,0,495,385,6,137,76,135,369,50,119,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,4,0,0,3,6,2,2,0,10,7,0,0,0,5,10,1,1
10/05/2021,383,3,15,97,84,79,49,32,21,13,8,0,193,189,1,71,16,104,126,21,45,0,0,0,0,0,1,1,1,0,1,2,0,1,1,0,1,0,0,1,1,2,1,3,3,3,1,0,7,8,0,6,1,3,3,2,0
07/09/2022,575,2,33,88,90,105,75,88,67,46,16,0,317,257,1,153,38,143,124,32,85,0,0,0,0,0,1,1,0,0,0,2,0,0,0,2,0,0,0,3,3,3,1,3,9,5,6,0,13,20,0,6,2,14,9,1,1
09/26/2021,207,9,23,40,45,49,25,16,11,15,6,0,106,101,0,39,6,54,79,13,16,0,0,0,2,1,2,2,2,0,4,5,0,2,1,5,1,0,0,0,5,1,2,6,3,3,3,0,11,12,0,4,1,14,4,0,0
03/24/2021,681,6,24,63,249,168,79,71,32,12,7,0,331,349,1,158,14,142,282,26,59,0,1,0,1,0,0,3,1,0,3,3,0,2,0,3,1,0,0,0,4,5,2,7,3,2,1,0,15,9,0,6,1,10,4,3,0
08/13/2020,390,4,24,39,118,78,72,40,24,11,8,0,211,177,2,189,8,72,94,13,14,0,0,0,0,1,0,3,0,0,1,3,0,2,0,1,1,0,0,0,4,2,5,0,6,5,2,0,15,9,0,8,0,11,3,2,0
01/18/2022,2754,30,138,922,456,413,330,273,201,100,59,0,1468,1279,7,762,173,479,701,157,482,0,1,1,0,4,7,7,10,0,11,19,0,7,1,14,7,1,0,4,9,17,12,19,32,23,22,0,71,67,0,35,4,54,35,9,1
09/15/2021,519,4,15,118,124,109,64,49,39,10,6,0,277,242,0,108,19,158,148,34,52,0,1,0,0,0,1,0,2,0,3,1,0,1,0,2,1,0,0,0,0,1,2,3,6,2,1,0,8,7,0,2,0,7,5,1,0
01/26/2021,644,12,39,77,156,122,114,88,46,29,12,0,315,328,1,217,26,139,176,33,53,0,1,0,0,0,1,4,6,0,5,7,0,2,0,7,2,1,0,0,3,3,2,6,10,6,9,0,17,22,0,10,1,18,9,1,0
11/05/2022,260,3,28,34,45,47,33,39,29,16,16,1,143,116,1,55,24,83,58,11,29,0,0,0,0,0,0,3,0,0,2,1,0,1,0,1,1,0,0,3,1,2,5,3,2,5,7,0,14,14,0,5,3,14,4,2,0
12/04/2022,373,1,41,52,51,48,59,57,46,25,35,0,195,178,0,86,17,114,103,16,37,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,4,0,4,3,9,8,12,0,19,22,0,6,2,17,15,1,0
03/21/2021,221,4,38,28,69,44,27,24,17,8,4,0,101,120,0,50,10,57,84,7,13,0,0,0,0,0,1,0,3,0,2,2,0,1,1,0,2,0,0,0,5,6,2,9,5,6,5,0,25,13,0,9,1,18,10,0,0
04/05/2020,292,26,146,3,31,50,49,73,42,20,24,0,127,165,0,81,11,115,58,10,17,0,0,0,2,5,2,10,7,0,8,18,0,5,0,18,3,0,0,0,3,10,24,36,26,24,23,0,55,91,0,30,10,82,16,7,1
12/07/2021,1156,11,61,275,253,223,153,118,78,35,19,2,601,552,3,186,25,286,306,130,223,0,0,1,1,0,2,5,2,0,3,8,0,1,2,3,5,0,0,3,3,3,11,11,12,9,9,0,38,23,0,13,0,34,9,2,3
01/24/2023,409,3,20,113,52,49,43,57,47,23,25,0,214,194,1,115,16,127,107,16,28,0,0,0,0,1,1,0,1,0,1,2,0,0,0,2,1,0,0,0,0,3,3,0,4,3,7,0,11,9,0,2,0,11,7,0,0
09/22/2022,427,2,36,83,61,76,59,51,48,31,18,0,251,175,1,101,15,138,99,19,55,0,0,0,0,0,0,0,2,0,1,1,0,1,0,0,1,0,0,1,4,3,2,1,9,9,7,0,20,16,0,11,0,12,13,0,0
04/20/2020,990,40,178,24,158,181,213,193,122,58,41,0,486,504,0,443,28,281,126,41,71,0,0,1,1,4,6,10,18,0,15,25,0,11,2,15,11,1,0,1,8,16,31,34,36,23,29,0,75,103,0,66,5,71,25,10,1
07/15/2020,268,7,24,30,84,51,33,34,18,12,6,0,150,118,0,98,5,85,47,10,23,0,0,0,0,2,2,1,2,0,3,4,0,1,0,6,0,0,0,0,5,2,3,3,4,4,3,0,14,10,0,8,0,10,5,1,0
03/25/2022,240,1,9,52,48,59,26,22,16,13,4,0,124,112,4,37,20,35,96,15,37,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,2,1,2,3,0,4,5,0,0,1,4,4,0,0
01/29/2021,592,16,37,90,143,100,95,72,57,25,10,0,308,283,1,213,21,114,155,25,64,0,0,0,2,1,7,3,3,0,2,14,0,6,2,5,3,0,0,0,3,6,1,2,12,6,7,0,23,14,0,12,0,16,6,1,2
05/27/2021,121,6,17,18,32,22,15,10,15,6,3,0,65,56,0,36,0,54,17,3,11,0,0,0,0,0,2,2,2,0,4,2,0,0,0,4,2,0,0,0,0,1,4,3,4,3,2,0,10,7,0,4,0,10,2,1,0
03/05/2022,93,1,10,20,12,18,19,11,8,3,2,0,52,41,0,15,7,18,30,6,17,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,2,2,2,0,0,2,0,4,6,0,2,0,4,3,1,0
03/07/2023,364,0,21,101,43,52,50,39,45,20,14,0,208,153,3,120,15,101,73,16,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,4,6,3,0,11,10,0,1,0,9,8,2,1
10/03/2022,443,2,30,86,72,66,50,65,46,42,16,0,260,181,2,106,25,143,110,15,44,0,0,0,0,0,1,1,0,0,0,2,0,1,0,1,0,0,0,2,4,2,1,7,4,6,4,0,15,15,0,7,3,11,6,2,1
01/31/2021,171,17,35,13,37,32,33,23,18,9,6,0,78,93,0,42,13,34,52,13,17,0,0,0,0,3,6,4,4,0,8,9,0,11,0,5,1,0,0,0,3,1,7,8,8,3,5,0,14,21,0,6,0,20,5,4,0
03/19/2022,122,0,7,16,32,29,13,14,13,2,2,1,72,46,4,16,11,11,52,5,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,3,0,5,2,0,0,0,5,1,0,1
10/21/2021,337,5,21,84,69,71,40,39,19,14,1,0,184,153,0,55,18,71,117,24,52,0,0,1,0,1,1,1,1,0,3,2,0,1,0,4,0,0,0,0,2,7,1,3,2,4,2,0,10,11,0,5,2,10,3,1,0
01/31/2023,413,1,19,137,48,67,44,41,32,31,13,0,236,177,0,129,22,126,85,15,36,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,2,0,0,2,2,2,9,2,0,8,11,0,6,1,11,1,0,0
05/19/2022,1180,1,38,242,244,244,156,111,87,56,40,0,652,523,5,245,81,268,373,54,159,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,2,3,1,3,10,5,13,0,21,17,0,6,1,16,14,1,0
08/31/2021,529,7,37,106,121,102,81,57,32,20,10,0,282,246,1,131,22,141,145,13,77,0,0,0,0,1,3,1,2,0,3,4,0,1,0,5,1,0,0,0,3,6,8,5,9,4,2,0,20,17,0,13,1,14,7,2,0
09/29/2021,413,3,18,93,87,102,51,36,25,14,5,0,211,197,5,59,14,127,136,42,35,0,0,0,1,0,0,1,1,0,1,2,0,1,0,2,0,0,0,0,3,4,2,2,4,1,2,0,11,7,0,6,0,9,3,0,0
06/02/2021,100,7,11,19,27,15,6,19,8,5,1,0,59,41,0,17,5,37,20,4,17,0,0,0,0,2,3,2,0,0,5,2,0,2,0,4,1,0,0,0,2,4,1,2,1,1,0,0,8,3,0,1,1,9,0,0,0
12/01/2021,1215,6,51,291,294,222,172,97,73,43,23,0,654,554,7,215,36,284,333,140,207,0,0,1,0,1,3,1,0,0,2,4,0,0,0,3,3,0,0,2,5,1,2,9,10,13,9,0,30,21,0,7,0,24,18,1,1
12/20/2021,5810,13,112,817,1714,1432,835,529,295,125,61,2,3109,2678,23,827,188,1590,1706,450,1049,0,0,0,0,2,4,5,2,0,5,8,0,2,1,5,5,0,0,1,11,9,8,29,24,19,11,0,52,60,0,23,3,61,22,2,1
11/09/2020,3227,14,135,386,830,617,529,430,252,118,65,0,1627,1587,13,1341,75,513,822,119,357,0,0,0,0,1,3,7,3,0,5,9,0,6,0,0,8,0,0,1,3,14,13,25,28,32,19,0,69,66,0,42,6,51,30,1,5
10/22/2021,306,5,16,65,51,79,35,37,23,10,6,0,153,152,1,66,11,63,100,24,42,0,0,0,0,2,0,2,1,0,3,2,0,2,0,1,2,0,0,1,2,3,0,3,1,4,2,0,7,9,0,5,0,6,3,2,0
04/04/2020,326,22,158,2,34,38,61,70,63,33,25,0,152,174,0,70,15,150,46,18,27,0,0,0,3,4,4,4,7,0,13,9,0,3,0,14,4,1,0,0,4,11,22,33,43,24,21,0,76,82,0,40,10,77,24,6,1
03/15/2021,368,6,30,43,109,69,63,30,34,12,8,0,201,167,0,96,25,85,113,21,28,0,0,0,0,0,4,0,2,0,3,3,0,3,0,2,1,0,0,0,3,1,3,5,11,3,4,0,20,10,0,8,2,11,4,4,1
05/31/2021,45,2,15,4,8,10,8,4,5,2,4,0,23,22,0,11,1,19,8,3,3,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,2,0,0,1,1,0,2,4,2,2,3,0,10,5,0,1,0,10,3,0,1
12/23/2020,1223,21,88,140,289,222,193,166,119,62,32,0,635,583,5,472,49,251,273,57,121,0,0,0,2,2,5,5,7,0,6,15,0,8,1,5,7,0,0,1,2,4,4,15,18,25,19,0,40,48,0,20,7,33,24,3,1
02/21/2022,240,10,18,40,55,47,32,20,31,9,6,0,147,93,0,33,13,37,82,10,65,0,0,0,2,0,1,1,6,0,4,6,0,2,0,2,6,0,0,0,2,2,3,4,2,2,3,0,10,8,0,2,1,10,5,0,0
12/24/2021,3925,17,138,632,957,840,606,478,245,105,62,0,2141,1774,10,617,122,1329,916,416,525,0,0,0,1,0,6,2,8,0,8,9,0,4,3,6,4,0,0,8,17,10,17,18,27,20,21,0,71,67,0,20,1,85,25,3,4
06/02/2020,247,25,48,14,35,45,44,31,34,18,26,0,120,114,13,99,15,67,23,8,35,0,0,1,0,3,3,4,14,0,12,13,0,15,2,5,3,0,0,0,4,4,4,9,10,12,5,0,20,28,0,20,2,14,11,1,0
07/20/2022,1007,2,48,144,203,209,146,132,96,49,28,0,558,440,9,259,57,289,229,50,123,0,0,0,0,0,0,0,2,0,0,2,0,1,0,1,0,0,0,1,6,4,4,4,11,7,11,0,22,26,0,12,2,26,7,1,0
08/11/2020,386,4,22,48,103,74,66,48,37,7,3,0,184,202,0,172,6,81,88,15,24,0,0,0,0,1,0,1,2,0,1,3,0,1,1,2,0,0,0,1,0,3,1,4,9,1,3,0,15,7,0,5,0,9,7,1,0
05/14/2022,734,1,25,122,132,152,104,99,59,37,28,1,401,329,4,156,57,128,232,35,126,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,2,3,1,2,1,5,9,1,13,12,0,2,2,14,6,0,1
02/19/2021,318,8,28,46,83,63,41,42,13,16,14,0,164,153,1,99,13,58,90,19,39,0,1,0,1,0,1,3,2,0,2,6,0,2,0,5,1,0,0,0,3,4,3,3,5,3,7,0,13,15,0,7,1,16,4,0,0
10/12/2022,387,0,33,76,58,54,55,50,44,26,24,0,225,161,1,90,20,117,95,17,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,3,8,5,9,0,15,18,0,5,0,16,11,1,0
12/13/2021,2173,12,76,450,542,482,314,214,120,39,12,0,1118,1047,8,334,73,600,647,158,361,0,0,1,0,0,3,4,4,0,6,6,0,1,0,10,1,0,0,3,4,10,9,11,22,10,7,0,33,43,0,25,3,32,14,1,1
06/10/2021,39,2,15,7,6,8,6,2,7,1,2,0,17,22,0,7,1,21,6,2,2,0,0,0,0,2,0,0,0,0,2,0,0,1,0,0,1,0,0,0,2,5,3,2,1,0,2,0,7,8,0,4,0,4,6,1,0
09/14/2021,495,5,26,135,110,99,59,49,26,12,5,0,251,244,0,93,23,131,125,48,75,0,1,1,0,1,0,1,1,0,2,3,0,2,0,2,1,0,0,0,0,4,6,1,5,6,4,0,15,11,0,5,1,15,5,0,0
05/20/2022,1103,2,33,252,198,208,145,122,96,51,31,0,606,492,5,225,97,228,341,59,153,0,0,0,0,0,0,0,2,0,1,1,0,0,0,2,0,0,0,1,5,2,2,0,6,5,12,0,17,16,0,4,2,11,14,0,2
09/14/2020,430,3,19,62,108,91,66,59,27,9,8,0,226,203,1,209,11,67,110,9,24,0,0,0,0,1,0,1,1,0,1,2,0,3,0,0,0,0,0,1,3,1,3,3,3,3,2,0,7,12,0,7,0,8,4,0,0
10/26/2022,465,0,36,78,67,78,68,75,55,24,20,0,273,188,4,127,26,150,95,19,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4,4,7,3,6,8,0,19,17,0,5,1,22,7,0,1
01/03/2022,9486,24,242,2261,1964,1672,1275,1114,742,271,180,7,5217,4249,20,2255,439,1972,2134,734,1952,0,0,0,1,3,9,4,7,0,10,14,0,4,0,14,5,1,0,10,30,17,24,42,41,34,44,0,138,104,0,50,7,115,56,9,5
06/19/2020,219,15,37,28,68,38,29,24,16,9,7,0,111,106,2,95,2,54,35,9,24,0,0,0,1,3,3,2,6,0,7,8,0,3,1,5,6,0,0,3,4,2,6,7,8,3,4,0,18,19,0,12,0,19,5,1,0
01/21/2021,818,10,51,97,192,160,121,118,76,36,18,0,417,400,1,313,29,185,181,41,69,0,0,1,1,0,2,2,4,0,5,5,0,3,0,5,2,0,0,1,2,3,3,9,14,16,3,0,24,27,0,12,1,30,7,1,0
09/18/2021,309,4,19,62,61,69,41,38,23,11,4,0,164,145,0,71,16,78,79,37,28,0,0,0,0,0,0,1,3,0,3,1,0,0,0,1,3,0,0,1,2,5,0,3,4,2,2,0,11,8,0,5,0,6,5,2,1
06/30/2022,925,2,34,103,207,204,134,116,78,57,26,0,526,398,1,226,69,198,251,58,123,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,3,1,7,6,1,3,5,8,0,14,20,0,6,2,20,5,1,0
10/24/2021,204,4,10,49,41,54,23,16,12,6,3,0,110,94,0,44,10,37,73,18,22,0,0,0,0,1,3,0,0,0,2,2,0,0,1,2,1,0,0,0,2,0,1,3,0,2,2,0,4,6,0,1,0,6,3,0,0
09/10/2020,329,2,18,23,121,69,44,36,27,5,4,0,190,138,1,140,8,42,116,4,19,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,1,0,0,0,3,1,3,2,7,2,0,0,14,4,0,8,0,6,4,0,0
02/27/2023,477,0,26,106,60,68,58,62,62,35,26,0,262,213,2,114,21,166,113,22,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,4,6,2,9,0,12,14,0,4,0,13,8,1,0
01/17/2021,392,15,46,40,74,74,61,68,31,26,18,0,195,197,0,94,11,86,135,24,42,0,0,0,0,0,1,7,7,0,5,10,0,5,1,6,3,0,0,0,3,2,3,7,9,12,10,0,23,23,0,9,3,22,12,0,0
09/26/2020,233,4,19,26,66,50,32,40,11,7,1,0,105,128,0,104,6,18,74,13,18,0,0,1,0,1,1,0,1,0,1,3,0,2,0,1,1,0,0,0,2,5,1,5,1,4,1,0,13,6,0,6,0,3,8,1,1
10/01/2021,384,4,27,80,94,85,46,35,26,13,5,0,202,178,4,70,27,99,108,38,42,0,0,0,0,2,0,2,0,0,3,1,0,2,0,1,1,0,0,0,2,5,1,5,3,7,4,0,16,11,0,4,2,13,5,1,2
08/25/2020,412,4,26,52,121,75,68,50,27,9,9,1,225,184,3,189,8,65,106,16,28,0,0,0,0,0,0,0,4,0,1,3,0,0,1,2,1,0,0,0,3,3,3,6,6,3,2,0,12,14,0,6,0,9,8,1,2
12/10/2020,1703,19,113,227,364,328,281,230,161,64,48,0,903,791,9,740,61,305,343,62,192,0,0,0,1,2,5,3,8,0,4,15,0,8,2,4,5,0,0,5,11,10,12,15,19,22,19,0,57,56,0,34,1,47,25,2,4
01/12/2023,414,5,27,87,55,47,52,51,53,45,24,0,227,186,1,117,20,134,99,15,29,0,0,0,0,1,0,1,3,0,4,1,0,0,0,1,3,1,0,2,0,2,3,2,8,6,4,0,9,18,0,6,0,13,7,1,0
02/18/2021,315,6,27,36,98,52,50,42,25,10,2,0,163,152,0,107,9,61,92,22,24,0,0,0,0,1,0,5,0,0,4,2,0,0,0,4,2,0,0,0,0,4,4,8,6,4,1,0,14,13,0,8,0,11,5,2,1
11/08/2021,605,5,22,176,117,103,93,60,26,18,12,0,303,301,1,102,17,158,173,59,96,0,0,0,0,0,2,2,1,0,3,2,0,2,0,2,1,0,0,2,1,3,3,3,4,3,3,0,14,8,0,5,0,11,6,0,0
12/14/2021,2806,14,83,516,878,641,357,215,133,43,21,2,1491,1305,10,366,57,796,846,210,531,0,0,1,2,3,3,1,4,0,10,4,0,4,0,4,6,0,0,3,13,11,11,9,16,13,7,0,46,37,0,15,0,47,16,4,1
06/12/2020,248,21,24,32,61,42,46,27,21,8,11,0,141,103,4,140,2,45,30,6,25,0,0,1,0,3,7,7,3,0,9,12,0,11,0,7,3,0,0,1,1,1,1,6,7,5,2,0,11,13,0,11,0,10,2,0,1
01/19/2023,415,1,24,111,53,58,39,45,53,36,20,0,229,184,2,89,14,172,86,25,29,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,4,1,4,2,5,5,2,0,13,11,0,3,0,15,6,0,0
06/25/2020,250,11,22,22,70,65,36,21,20,11,5,0,125,125,0,94,4,63,56,7,26,0,0,1,3,0,2,2,3,0,6,5,0,7,0,3,1,0,0,0,3,1,4,4,3,6,1,0,12,10,0,7,0,12,2,0,1
10/22/2022,231,0,25,25,35,49,27,34,29,19,13,0,136,94,1,42,15,64,68,13,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,4,5,7,3,0,15,10,0,3,3,11,6,2,0
10/05/2020,553,3,20,54,157,116,96,66,38,22,4,0,266,286,1,237,17,97,141,15,46,0,0,0,0,0,0,1,2,0,2,1,0,0,0,1,2,0,0,0,4,3,2,2,3,5,1,0,9,11,0,6,0,10,4,0,0
01/12/2021,1089,12,54,139,288,191,150,132,105,50,34,0,566,522,1,381,51,227,267,47,116,0,0,0,0,4,3,4,1,0,4,8,0,4,1,5,2,0,0,1,8,4,2,7,10,12,10,0,23,31,0,16,1,27,8,2,0
12/03/2022,420,1,46,50,73,72,62,56,57,34,16,0,235,185,0,98,20,144,89,22,47,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,3,4,4,5,4,8,6,12,0,23,23,0,7,4,24,9,2,0
07/14/2022,941,2,35,127,163,176,144,131,102,63,35,0,533,404,4,220,63,267,228,46,117,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,2,0,0,4,2,2,3,4,8,5,7,0,15,20,0,4,0,17,12,1,1
02/27/2021,177,7,14,31,39,32,21,24,14,9,7,0,100,77,0,56,12,44,42,8,15,0,0,0,0,1,1,1,4,0,3,4,0,2,0,2,3,0,0,0,0,0,0,4,2,4,4,0,6,8,0,2,0,8,4,0,0
12/19/2020,853,24,79,96,171,162,160,119,76,40,29,0,450,396,7,330,49,122,209,53,90,0,0,0,0,0,6,7,11,0,11,13,0,8,1,7,8,0,0,2,8,4,5,16,17,12,15,0,43,36,0,29,3,32,12,2,1
12/09/2021,1299,8,63,283,324,287,171,135,61,26,12,0,652,645,2,222,36,338,330,106,267,0,0,1,0,1,3,2,1,0,6,2,0,0,0,7,1,0,0,1,5,8,7,15,12,8,7,0,36,27,0,13,0,29,19,1,1
09/12/2021,266,5,28,55,62,52,39,25,18,13,2,0,166,100,0,45,16,85,71,13,36,0,0,2,0,0,1,1,1,0,3,2,0,2,0,1,2,0,0,0,2,4,5,5,7,4,1,0,16,12,0,5,1,19,3,0,0
04/05/2021,947,6,46,179,235,212,151,96,46,20,8,0,500,447,0,246,38,281,260,39,83,0,0,0,0,2,2,0,2,0,3,3,0,1,0,4,1,0,0,2,4,6,5,11,6,9,3,0,25,21,0,9,1,31,3,1,1
05/24/2021,216,4,29,38,49,41,33,25,16,10,4,0,111,105,0,47,7,96,32,7,27,0,0,1,2,1,0,0,0,0,2,2,0,2,0,2,0,0,0,0,6,1,4,5,7,6,0,0,17,12,0,4,2,19,4,0,0
05/18/2022,1345,2,29,311,270,277,189,133,92,49,24,0,768,576,1,253,116,244,433,73,226,0,0,0,0,0,1,1,0,0,2,0,0,0,0,2,0,0,0,2,1,3,1,6,4,5,7,0,18,11,0,4,3,14,8,0,0
01/22/2021,737,12,38,102,172,144,116,98,61,30,14,0,387,350,0,264,30,159,179,36,69,0,0,0,0,2,4,4,2,0,5,7,0,4,0,4,4,0,0,2,2,6,4,5,9,5,5,0,15,23,0,12,1,16,7,2,0
02/03/2023,268,0,19,44,42,47,33,40,28,26,8,0,164,104,0,53,13,98,66,12,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,3,6,3,0,0,6,13,0,2,1,12,4,0,0
04/13/2022,645,0,15,79,186,168,105,52,33,13,9,0,375,264,6,83,50,63,294,50,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,3,2,0,1,2,0,8,7,0,1,1,5,6,2,0
12/15/2022,818,2,40,162,110,111,120,103,101,70,41,0,481,331,6,190,30,293,174,34,97,0,0,0,0,0,0,0,2,0,2,0,0,0,1,1,0,0,0,4,5,3,3,5,6,9,5,0,21,19,0,15,1,13,9,2,0
02/17/2023,403,1,30,101,61,42,46,43,51,32,27,0,213,188,2,129,13,116,89,20,36,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,3,2,1,1,2,5,9,7,0,13,17,0,14,1,5,9,1,0
11/10/2020,3352,14,139,397,815,690,546,436,287,126,55,0,1719,1626,7,1390,107,568,813,131,343,0,0,0,1,0,1,7,5,0,10,4,0,3,0,8,3,0,0,0,4,12,15,23,31,32,22,0,61,78,0,46,1,52,31,7,2
10/19/2020,1165,3,49,151,274,250,162,169,96,43,20,0,596,568,1,472,34,210,292,40,117,0,0,0,0,0,2,1,0,0,1,2,0,1,0,1,1,0,0,2,1,1,7,14,7,10,7,0,24,25,0,12,1,16,17,1,2
12/02/2020,2049,36,106,214,514,409,304,299,182,77,50,0,1068,976,5,835,91,352,464,68,239,0,1,0,1,6,5,9,14,0,20,16,0,14,3,13,4,2,0,1,5,7,17,11,17,21,27,0,52,54,0,25,2,44,28,4,3
02/02/2023,430,2,23,159,56,53,35,45,25,39,18,0,253,174,3,131,24,166,71,18,20,0,0,0,0,0,1,0,1,0,2,0,0,1,0,1,0,0,0,1,0,4,0,4,2,8,4,0,15,8,0,8,4,5,6,0,0
05/13/2021,315,8,37,64,69,49,56,38,31,5,3,0,178,136,1,70,7,149,43,3,43,0,0,0,0,1,5,1,1,0,6,2,0,0,0,5,3,0,0,3,6,2,5,6,12,3,0,0,15,22,0,5,1,28,1,0,2
10/24/2020,883,5,60,109,224,196,140,105,59,37,13,0,469,414,0,361,22,131,266,32,71,0,0,0,0,0,0,2,3,0,2,3,0,0,0,2,3,0,0,2,9,8,6,6,9,14,6,0,31,29,0,20,2,25,9,3,1
07/28/2022,877,1,46,125,182,171,118,114,94,47,26,0,506,368,3,181,50,310,167,50,119,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,4,6,1,3,6,12,3,11,0,27,19,0,10,2,19,13,2,0
08/14/2022,389,2,36,62,69,64,53,53,43,28,17,0,205,184,0,115,13,112,91,18,40,0,0,0,0,0,0,0,2,0,1,1,0,0,1,0,1,0,0,4,2,2,2,3,5,5,13,0,13,23,0,7,1,18,9,1,0
04/14/2022,550,1,7,54,192,116,74,61,32,14,7,0,320,224,6,77,61,75,220,22,95,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,2,1,1,0,3,4,0,0,0,3,4,0,0
11/10/2022,554,0,40,124,93,99,58,78,44,36,22,0,312,241,1,142,23,185,123,26,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4,4,3,9,8,7,0,24,16,0,11,1,17,9,2,0
08/16/2022,746,2,47,93,121,138,106,104,88,54,41,1,406,336,4,169,48,206,173,36,114,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,2,0,0,1,3,7,4,9,5,8,10,0,22,25,0,6,0,28,13,0,0
11/18/2021,630,9,30,162,121,144,88,56,31,16,12,0,323,305,2,98,23,128,205,49,127,0,0,1,0,2,2,0,4,0,3,6,0,1,0,5,3,0,0,0,2,6,3,4,3,6,6,0,18,12,0,2,3,14,9,1,1
07/06/2021,75,2,4,22,17,13,6,8,6,2,1,0,45,30,0,16,2,18,20,4,15,0,0,0,0,0,2,0,0,0,2,0,0,0,0,1,1,0,0,0,0,1,0,2,0,1,0,0,2,2,0,2,1,1,0,0,0
